      0      2      1      5  1.8115573E-02  2.6715450E-02  2.7574839E-03  3.1187407E+00  1.8162574E-03
      0      2      1      6  1.3604510E-02  1.8756992E-02  1.8586830E-03  2.7721143E+00  5.5693471E-03
      0      2      1      7  1.1208444E-02  1.6924223E-02  1.5931419E-03  3.5877401E+00  3.3355653E-04
      0      2      2      0  1.0000000E+01  1.0000000E+01  9.5923269E-14 -1.0000000E+00  3.1731051E-01
      0      2      2      1  1.7415353E-01  1.8594274E-01  1.1508788E-02  1.0243658E+00  3.0566253E-01
      0      2      2      2  7.8105695E-02  8.2433624E-02  6.0902118E-03  7.1063673E-01  4.7730938E-01
      0      2      2      3  3.0854980E-02  4.1568828E-02  2.9879635E-03  3.5856688E+00  3.3621546E-04
      0      2      2      4  2.7698888E-02  3.5275853E-02  2.9315842E-03  2.5845975E+00  9.7492726E-03
      0      2      2      5  2.6127330E-02  3.3597044E-02  3.0737286E-03  2.4301801E+00  1.5091323E-02
      0      2      2      6  2.0478448E-02  2.3288970E-02  2.1252870E-03  1.3224201E+00  1.8602832E-01
      0      2      2      7  1.5920140E-02  2.0671867E-02  1.7353764E-03  2.7381530E+00  6.1785325E-03
      1      1      1      0  2.6277890E-02  3.5134556E-02  4.7484255E-03  1.8651795E+00  6.2156242E-02
      1      1      1      1  2.4004949E-02  3.2409130E-02  4.7555698E-03  1.7672291E+00  7.7189860E-02
      1      1      1      2  1.8922945E-02  2.7335527E-02  4.1049550E-03  2.0493727E+00  4.0425684E-02
      1      1      1      3  1.1206829E-02  1.9434264E-02  2.3671641E-03  3.4756503E+00  5.0961638E-04
      1      1      1      4  1.0671369E-02  1.7949442E-02  2.3281315E-03  3.1261434E+00  1.7711516E-03
      1      1      1      5  1.0411372E-02  1.6954895E-02  2.2925041E-03  2.8543122E+00  4.3130129E-03
      1      1      1      6  8.1941882E-03  1.2795398E-02  1.4643433E-03  3.1421657E+00  1.6770311E-03
      1      1      1      7  8.0666722E-03  1.2479466E-02  1.4559688E-03  3.0308297E+00  2.4388277E-03
      1      1      2      0  4.0835278E-02  4.9583079E-02  6.7666639E-03  1.2927790E+00  1.9608751E-01
      1      1      2      1  3.9454793E-02  4.7665584E-02  7.0470538E-03  1.1651381E+00  2.4396311E-01
      1      1      2      2  3.3160707E-02  4.0747445E-02  6.2451889E-03  1.2148133E+00  2.2443731E-01
      1      1      2      3  1.7123641E-02  2.6138720E-02  3.1450561E-03  2.8664289E+00  4.1513145E-03
      1      1      2      4  1.6241713E-02  2.4863758E-02  3.2528633E-03  2.6506016E+00  8.0348554E-03
      1      1      2      5  1.6028133E-02  2.4007468E-02  3.3177656E-03  2.4050328E+00  1.6171014E-02
      1      1      2      6  1.2147236E-02  1.6762361E-02  1.8201041E-03  2.5356380E+00  1.1224271E-02
      1      1      2      7  1.2097293E-02  1.6500105E-02  1.8409153E-03  2.3916428E+00  1.6773157E-02
      1      2      1      0  2.6277890E-02  4.3387603E-02  5.3577060E-03  3.1934775E+00  1.4057030E-03
      1      2      1      1  2.4004949E-02  4.0551581E-02  5.3802013E-03  3.0754672E+00  2.1017303E-03
      1      2      1      2  1.8922945E-02  3.4348953E-02  4.6907655E-03  3.2885908E+00  1.0069031E-03
      1      2      1      3  1.1206829E-02  2.2786144E-02  2.6374160E-03  4.3904013E+00  1.1314168E-05
      1      2      1      4  1.0671369E-02  2.1218446E-02  2.6245192E-03  4.0186700E+00  5.8527574E-05
      1      2      1      5  1.0411372E-02  2.0153888E-02  2.6061207E-03  3.7383209E+00  1.8525340E-04
      1      2      1      6  8.1941882E-03  1.4277986E-02  1.5452587E-03  3.9370738E+00  8.2481236E-05
      1      2      1      7  8.0666722E-03  1.4052173E-02  1.5452709E-03  3.8734312E+00  1.0731369E-04
      1      2      2      0  4.0835278E-02  5.8788502E-02  6.8297960E-03  2.6286617E+00  8.5721587E-03
      1      2      2      1  3.9454793E-02  5.6930222E-02  7.0750583E-03  2.4700049E+00  1.3511119E-02
      1      2      2      2  3.3160707E-02  4.9005174E-02  6.2305079E-03  2.5430458E+00  1.0989081E-02
      1      2      2      3  1.7123641E-02  2.9945524E-02  3.2645740E-03  3.9275826E+00  8.5803973E-05
      1      2      2      4  1.6241713E-02  2.8694032E-02  3.3779115E-03  3.6863959E+00  2.2745243E-04
      1      2      2      5  1.6028133E-02  2.7816757E-02  3.4555404E-03  3.4115139E+00  6.4603217E-04
      1      2      2      6  1.2147236E-02  1.8365228E-02  1.8247727E-03  3.4075434E+00  6.5550486E-04
      1      2      2      7  1.2097293E-02  1.8194232E-02  1.8421772E-03  3.3096374E+00  9.3416888E-04
      2      1      1      0  1.1478033E-02  1.2029756E-02  1.2143431E-03  4.5433869E-01  6.4958507E-01
      2      1      1      1  1.1010946E-02  1.1593624E-02  1.2127629E-03  4.8045472E-01  6.3090409E-01
      2      1      1      2  9.5402405E-03  1.0964208E-02  1.1800923E-03  1.2066580E+00  2.2756388E-01
      2      1      1      3  7.3175848E-03  1.0097784E-02  1.0811089E-03  2.5716185E+00  1.0122437E-02
      2      1      1      4  7.0795031E-03  9.3193105E-03  9.9327853E-04  2.2549640E+00  2.4135590E-02
      2      1      1      5  6.8195059E-03  8.8471803E-03  9.6310894E-04  2.1053427E+00  3.5261486E-02
      2      1      1      6  5.9858163E-03  8.1696734E-03  8.8037273E-04  2.4806051E+00  1.3115960E-02
      2      1      1      7  5.8583003E-03  7.9727884E-03  8.6013397E-04  2.4583241E+00  1.3958713E-02
      2      1      2      0  1.4166819E-02  1.5098844E-02  1.3980770E-03  6.6664791E-01  5.0499706E-01
      2      1      2      1  1.3886224E-02  1.4744232E-02  1.4231225E-03  6.0290462E-01  5.4657214E-01
      2      1      2      2  1.2697710E-02  1.4108767E-02  1.4370549E-03  9.8190890E-01  3.2614473E-01
      2      1      2      3  1.0987396E-02  1.2960264E-02  1.3120742E-03  1.5036254E+00  1.3267784E-01
      2      1      2      4  1.0375566E-02  1.1927619E-02  1.2065897E-03  1.2863141E+00  1.9833347E-01
      2      1      2      5  1.0037937E-02  1.1414954E-02  1.2010457E-03  1.1465149E+00  2.5158216E-01
      2      1      2      6  8.5539199E-03  1.0485510E-02  1.0525346E-03  1.8351792E+00  6.6479149E-02
      2      1      2      7  8.4828477E-03  1.0259086E-02  1.0392487E-03  1.7091557E+00  8.7422112E-02
      2      2      1      0  1.1478033E-02  1.2653431E-02  1.2606236E-03  9.3239407E-01  3.5113291E-01
      2      2      1      1  1.1010946E-02  1.2305027E-02  1.2609726E-03  1.0262560E+00  3.0477092E-01
      2      2      1      2  9.5402405E-03  1.1676905E-02  1.2350322E-03  1.7300476E+00  8.3621766E-02
      2      2      1      3  7.3175848E-03  1.0672477E-02  1.1335422E-03  2.9596532E+00  3.0798555E-03
      2      2      1      4  7.0795031E-03  9.9179550E-03  1.0522903E-03  2.6974037E+00  6.9882491E-03
      2      2      1      5  6.8195059E-03  9.4753246E-03  1.0258057E-03  2.5890074E+00  9.6253022E-03
      2      2      1      6  5.9858163E-03  8.6582613E-03  9.2143271E-04  2.9003149E+00  3.7278798E-03
      2      2      1      7  5.8583003E-03  8.5290536E-03  9.1195767E-04  2.9285934E+00  3.4049950E-03
      2      2      2      0  1.4166819E-02  1.5762081E-02  1.3981667E-03  1.1409670E+00  2.5388365E-01
      2      2      2      1  1.3886224E-02  1.5471128E-02  1.4190494E-03  1.1168772E+00  2.6404685E-01
      2      2      2      2  1.2697710E-02  1.4857473E-02  1.4357495E-03  1.5042757E+00  1.3251039E-01
      2      2      2      3  1.0987396E-02  1.3568126E-02  1.3271599E-03  1.9445508E+00  5.1829061E-02
      2      2      2      4  1.0375566E-02  1.2606899E-02  1.2366887E-03  1.8042799E+00  7.1187436E-02
      2      2      2      5  1.0037937E-02  1.2125574E-02  1.2351496E-03  1.6901896E+00  9.0991689E-02
      2      2      2      6  8.5539199E-03  1.1035336E-02  1.0710448E-03  2.3168186E+00  2.0513618E-02
      2      2      2      7  8.4828477E-03  1.0899368E-02  1.0674915E-03  2.2637371E+00  2.3590288E-02
